Actual,Predicted,Residuals
4.3979400086720375,5.290632819081282,-0.8926928104092449
5.089909454405932,5.410950885860595,-0.32104143145466324
4.5376020021010435,5.927497795961045,-1.3898957938600018
5.455931955649724,5.72212761397714,-0.26619565832741543
5.485452247339714,5.582529734764638,-0.09707748742492406
4.795880017344075,5.165056963925229,-0.3691769465811543
4.920818753952375,5.629548832331583,-0.7087300783792081
5.318758762624412,5.3402348040881655,-0.021476041463753148
4.267606240177032,5.557538928326917,-1.289932688149885
5.698970004336019,5.344797647826295,0.3541723565097241
4.647817481888637,5.220739254045675,-0.5729217721570379
5.42021640338319,5.508513668260968,-0.08829726487777823
5.638272163982407,5.305878935367712,0.3323932286146949
5.856985199745905,5.836064672433203,0.02092052731270222
4.521439352535898,5.082633147915585,-0.5611937953796868
5.812197361281581,5.670054974807882,0.14214238647369903
4.5638373529592435,5.6731786444169465,-1.109341291457703
4.114978205137702,5.103164923262477,-0.9881867181247745
5.54065725990424,5.291190500140738,0.24946675976350186
5.428291168191312,5.430680851074063,-0.0023896828827512095
4.995678626217358,5.8207602949720645,-0.8250816687547067
5.692503962086787,5.559793038436778,0.13271092365000925
4.4672456210075024,4.733679558120333,-0.26643393711283014
4.425968732272281,4.810772019779435,-0.38480328750715387
5.092588639225414,5.0932818788400205,-6.932396146064335e-4
4.595337299126277,4.939813295856022,-0.34447599672974505
4.823908740944319,6.006878257971356,-1.1829695170270371
5.057495893831919,5.386406456462342,-0.32891056263042273
5.306007158821666,5.349076543080559,-0.04306938425889317
5.585026652029182,5.767752037536393,-0.1827253855072115
5.137272471682025,5.363507971430251,-0.22623549974822588
4.204119982655925,5.918888657521546,-1.7147686748656206
5.8297382846050425,5.6558263323516815,0.17391195225336098
4.096910013008056,5.744700819931504,-1.6477908069234477
5.129005633420008,6.231790375214497,-1.1027847417944887
4.391580948682715,5.054793824781722,-0.6632128760990073
5.119186407719209,5.377093879135097,-0.257907471415888
5.769551078621726,6.175315425425308,-0.40576434680358187
5.809668301829708,5.480828691689048,0.3288396101406601
4.44648105985103,4.675000497580991,-0.22851943772996108
5.267479682308075,5.243831849228214,0.023647833079860625
5.31695296176115,5.6826219205968265,-0.36566895883567607
5.38933983691012,5.9571353029939,-0.5677954660837798
4.680061560019691,5.366969098285596,-0.6869075382659044
4.97469413473523,4.97877629291935,-0.004082158184120388
5.8326826652518236,6.10806212157809,-0.2753794563262666
5,5.69159740550686,-0.6915974055068599
5.913640169325252,6.373446608601658,-0.45980643927640674
5.377785977033705,5.856384170457815,-0.47859819342411036
4.978810700930062,5.51133051445309,-0.5325198135230282
4.244887733604929,4.902588356803514,-0.6577006231985845
5.5951662833800615,5.860830550537058,-0.2656642671569962
5.337242168318426,6.5819171056822015,-1.2446749373637758
5.619894643379946,5.802123598853056,-0.1822289554731098
5.236572006437063,5.006425893985837,0.23014611245122651
4.375717904164332,5.3178738366556075,-0.9421559324912758
5.853871964321762,6.037536698247016,-0.18366473392525418
5.154901959985743,5.204644083462988,-0.049742123477244604
5.236572006437063,5.171115561653157,0.06545644478390589
5.356547323513812,7.166422155875174,-1.8098748323613618
4.712870379280889,5.004667588328662,-0.29179720904777273
4.3872161432802645,5.46572547609465,-1.0785093328143853
5.6020599913279625,5.466374033517359,0.13568595781060377
5.4698003017969175,5.620841693498318,-0.1510413917014004
5.000434511774017,5.5334864019931285,-0.5330518902191113
4.279840696594043,4.767817653201328,-0.4879769566072847
5.678889950500676,5.819102917096459,-0.14021296659578297
5.113509274827518,5.1623883361728105,-0.04887906134529274
5.522878745280337,5.220354048105306,0.3025246971750315
5,5.041466798125147,-0.041466798125147086
5.376750709602099,4.963143419943186,0.4136072896589136
4.206209615309181,4.716898928613721,-0.5106893133045398
5.259637310505756,4.91115288171527,0.3484844287904858
5.481242728391236,6.01855145173902,-0.5373087233477838
4.580044251510242,4.973470937279841,-0.39342668576959916
5.259637310505756,6.213683237705742,-0.9540459271999859
5.462180904926726,5.5026825638671175,-0.04050165894039193
5.74521031260279,5.689985800691735,0.05522451191105482
5.7473636754076995,5.6545365775898,0.09282709781789933
5.7447274948966935,5.22612425861489,0.5186032362818036
5.769551078621726,5.48005982559081,0.28949125303091616
4.924453038607469,6.526874906872485,-1.602421868265016
5.903089986991944,6.024896155123189,-0.12180616813124523
5.3872161432802645,5.420908794957259,-0.03369265167699442
5.795880017344075,5.147923503714994,0.6479565136290812
5.166852888087215,5.234822054658616,-0.06796916657140084
4.364516253185088,5.432550420751671,-1.0680341675665828
5.420108428052357,5.968564146686649,-0.5484557186342922
4.154901959985743,5.903890816354406,-1.7489888563686629
4.503070351926785,5.265514165557423,-0.7624438136306386
5.388701637703571,5.671868939074924,-0.2831673013713534
5.3979400086720375,5.4971972931827935,-0.099257284510756
4.149353764816934,5.219105917248092,-1.0697521524311577
5.568636235841013,5.991689353392438,-0.42305311755142494
5.570247719997592,5.480255060511528,0.0899926594860645
5.221848749616356,5.045106073197016,0.17674267641934005
